IDAluno,Turma,Plano,Faixa,Redações,Vídeos,Questões,DataMatriculada,Simulados,Tutor,Logins,Perfil,DataCancelamento,TempoMatricula,DataNascimento,AcessoAte
142097,ITA e IME 2020,FULL,Faixa Verde Grau II,2,81,694,10/10/2019 22:23:13,3,COM TUTOR,45,Exclusivo,17/06/2020 15:00:00,251,26/06/2003 00:00:00,25/12/2020 00:00:00
142103,ITA e IME 2020,FULL,Faixa Branca Grau I,0,28,4,11/10/2019 12:00:35,0,COM TUTOR,2,Parcial,02/09/2021 12:17:35,692,06/10/2000 00:00:00,25/12/2020 00:00:00
142130,Medicina 2020,MONTHLY,Faixa Branca Grau I,0,0,1,14/10/2019 20:49:29,0,COM TUTOR,0,Exclusivo,22/10/2019 13:15:43,8,01/02/2000 00:00:00,13/11/2019 20:49:28
142138,ITA e IME 2020,FULL,Faixa Azul Grau II,21,1258,4325,15/10/2019 12:08:06,21,COM TUTOR,208,Parcial,N/A,N/A,08/10/2002 00:00:00,25/12/2021 02:59:59
142168,Medicina 2020,MONTHLY,Faixa Branca Grau I,0,17,0,16/10/2019 07:52:43,0,COM TUTOR,1,Exclusivo,22/11/2019 20:53:01,38,N/A,15/11/2019 07:52:41
142170,Medicina 2020,FULL,Faixa Branca Grau IV,1,238,167,16/10/2019 12:45:11,0,COM TUTOR,47,Parcial,N/A,N/A,15/05/1999 00:00:00,22/02/2021 02:59:59
142182,ITA e IME 2020,FULL,Faixa Branca Grau IV,0,37,31,17/10/2019 01:36:57,1,COM TUTOR,7,Consulta,24/07/2020 15:00:00,282,21/11/2002 00:00:00,25/12/2020 00:00:00
142185,Medicina 2020,MONTHLY,Faixa Branca Grau III,0,224,305,17/10/2019 07:30:59,0,COM TUTOR,0,Exclusivo,23/11/2019 20:44:28,38,N/A,16/11/2019 07:30:56
142212,Medicina 2020,MONTHLY,Faixa Branca Grau V,0,95,10,19/10/2019 07:08:37,0,COM TUTOR,16,Exclusivo,26/12/2019 19:57:26,69,10/02/1995 00:00:00,18/12/2019 08:35:15
142218,Medicina 2020,MONTHLY,Faixa Branca Grau IV,0,117,66,21/10/2019 11:15:46,0,COM TUTOR,1,Exclusivo,19/11/2019 00:42:19,29,N/A,20/11/2019 11:15:44
142220,ITA e IME 2020,FULL,Faixa Branca Grau IV,0,26,661,21/10/2019 11:59:38,0,COM TUTOR,49,Exclusivo,N/A,N/A,25/01/2000 00:00:00,31/12/2021 00:00:00
142221,ITA e IME 2020,FULL,Faixa Verde Grau II,6,182,2473,21/10/2019 12:04:31,1,COM TUTOR,193,Exclusivo,15/02/2021 15:13:19,483,04/11/1999 00:00:00,25/12/2021 02:59:59
142222,Medicina 2020,FULL,Faixa Branca Grau IV,6,750,1866,21/10/2019 12:14:09,5,COM TUTOR,85,Exclusivo,15/02/2021 15:13:19,483,27/03/1988 00:00:00,31/01/2021 00:00:00
142223,ITA e IME 2020,FULL,Faixa Branca Grau I,0,75,63,21/10/2019 12:22:12,0,COM TUTOR,9,Exclusivo,N/A,N/A,07/02/2000 00:00:00,31/12/2021 00:00:00
142224,Medicina 2020,FULL,Faixa Branca Grau I,0,13,0,21/10/2019 12:27:13,0,COM TUTOR,2,Exclusivo,N/A,N/A,15/11/1989 00:00:00,31/12/2021 00:00:00
142225,Medicina 2020,FULL,Faixa Branca Grau V,0,438,815,21/10/2019 12:43:04,0,COM TUTOR,98,Exclusivo,N/A,N/A,21/09/1987 00:00:00,31/12/2021 00:00:00
142226,ITA e IME 2020,FULL,Faixa Verde Grau II,10,743,3098,21/10/2019 13:16:59,13,COM TUTOR,213,Exclusivo,02/12/2020 22:41:19,408,14/02/2000 00:00:00,25/12/2020 00:00:00
142228,ITA e IME 2020,FULL,Faixa Branca Grau I,1,21,33,21/10/2019 14:12:38,0,COM TUTOR,13,Exclusivo,27/12/2019 11:49:03,67,10/05/2000 00:00:00,25/12/2020 00:00:00
142229,ITA e IME 2020,FULL,Faixa Branca Grau V,0,130,111,21/10/2019 14:24:30,0,COM TUTOR,70,Exclusivo,N/A,N/A,22/04/2004 00:00:00,25/01/2023 02:59:59
142231,ITA e IME 2020,FULL,Faixa Branca Grau IV,0,95,811,21/10/2019 15:25:29,3,COM TUTOR,131,Exclusivo,15/02/2021 15:13:19,483,06/10/1999 00:00:00,25/12/2021 02:59:59
142232,ITA e IME 2020,FULL,Faixa Verde Grau II,1,1820,3905,21/10/2019 15:46:54,5,COM TUTOR,247,Exclusivo,02/12/2020 22:41:19,408,12/04/2001 00:00:00,25/12/2020 00:00:00
142235,Medicina 2020,FULL,Faixa Branca Grau I,0,1,0,21/10/2019 17:17:44,0,COM TUTOR,6,Exclusivo,N/A,N/A,27/10/1989 00:00:00,25/01/2023 02:59:59
142237,Medicina 2020,FULL,Faixa Branca Grau IV,1,113,175,21/10/2019 18:40:43,2,COM TUTOR,71,Exclusivo,15/02/2021 15:13:19,483,21/11/1974 00:00:00,25/12/2021 02:59:59
142239,ITA e IME 2020,FULL,Faixa Verde Grau I,3,731,1953,21/10/2019 18:53:56,2,COM TUTOR,302,Exclusivo,01/12/2021 14:41:12,772,18/05/2000 00:00:00,25/12/2021 02:59:59
142240,Medicina 2020,FULL,Faixa Branca Grau V,0,455,1673,21/10/2019 19:07:35,1,COM TUTOR,125,Parcial,15/02/2021 15:13:19,483,22/12/2000 00:00:00,25/02/2021 02:59:59
142241,ITA e IME 2020,FULL,Faixa Preta Grau III,24,2303,6317,21/10/2019 19:36:35,21,COM TUTOR,287,Exclusivo,02/12/2020 22:41:19,408,14/07/2000 00:00:00,25/12/2020 00:00:00
142244,ITA e IME 2020,FULL,Faixa Branca Grau I,0,1,0,21/10/2019 21:39:58,0,COM TUTOR,3,Exclusivo,02/12/2020 22:41:19,408,29/06/1999 00:00:00,23/12/2020 15:00:00
142246,ITA e IME 2020,FULL,Faixa Verde Grau II,8,603,1302,21/10/2019 22:54:17,0,COM TUTOR,162,Exclusivo,20/01/2022 14:55:25,822,13/05/1999 00:00:00,14/01/2022 02:59:59
142247,ITA e IME 2020,FULL,Faixa Branca Grau IV,0,544,698,21/10/2019 23:15:31,2,COM TUTOR,129,Exclusivo,02/12/2020 22:41:19,408,22/05/2000 00:00:00,25/12/2020 00:00:00
142248,ITA e IME 2020,FULL,Faixa Branca Grau I,0,1926,5212,21/10/2019 23:21:59,16,COM TUTOR,385,Exclusivo,20/01/2022 14:55:25,822,20/06/2003 00:00:00,15/01/2022 02:59:59
142249,ITA e IME 2020,FULL,Faixa Verde Grau III,8,585,1368,21/10/2019 23:26:41,3,COM TUTOR,283,Exclusivo,15/02/2021 15:13:19,483,13/10/1999 00:00:00,22/02/2021 02:59:59
142250,ITA e IME 2020,FULL,Faixa Verde Grau III,20,2030,2735,21/10/2019 23:31:19,16,COM TUTOR,279,Exclusivo,15/02/2021 15:13:19,483,27/04/2000 00:00:00,25/12/2021 02:59:59
142251,ITA e IME 2020,FULL,Faixa Verde Grau II,10,1150,5784,21/10/2019 23:31:37,22,COM TUTOR,229,Exclusivo,N/A,N/A,25/10/2001 00:00:00,31/12/2021 00:00:00
142252,ITA e IME 2020,FULL,Faixa Verde Grau II,1,514,825,22/10/2019 00:12:33,10,COM TUTOR,206,Exclusivo,02/12/2020 22:41:19,408,18/03/2002 00:00:00,25/12/2020 00:00:00
142253,ITA e IME 2020,FULL,Faixa Branca Grau I,0,7,42,22/10/2019 00:15:28,0,COM TUTOR,3,Exclusivo,N/A,N/A,19/06/2002 00:00:00,31/12/2021 00:00:00
142254,Medicina 2020,FULL,Faixa Azul Grau III,17,1948,5395,22/10/2019 00:35:41,2,COM TUTOR,248,Exclusivo,02/12/2020 22:41:19,408,14/01/1995 00:00:00,31/01/2021 00:00:00
142255,Medicina 2020,FULL,Faixa Verde Grau II,1,567,4751,22/10/2019 00:44:45,0,COM TUTOR,106,Exclusivo,01/12/2021 14:41:12,772,28/01/1991 00:00:00,31/12/2021 00:00:00
142256,Medicina 2020,FULL,Faixa Verde Grau I,4,3222,1345,22/10/2019 01:04:23,1,COM TUTOR,172,Exclusivo,20/01/2022 14:55:25,822,23/11/1998 00:00:00,14/01/2022 02:59:59
142257,ITA e IME 2020,FULL,Faixa Branca Grau I,11,1489,590,22/10/2019 02:12:59,1,COM TUTOR,244,Exclusivo,02/12/2020 22:41:19,408,02/06/2000 00:00:00,25/12/2020 00:00:00
142258,ITA e IME 2020,FULL,Faixa Branca Grau I,0,200,2,22/10/2019 08:06:07,0,COM TUTOR,39,Exclusivo,N/A,N/A,10/10/2012 00:00:00,25/12/2020 00:00:00
142259,ITA e IME 2020,FULL,Faixa Branca Grau I,0,0,0,22/10/2019 08:08:14,0,COM TUTOR,4,Exclusivo,N/A,N/A,31/08/1998 00:00:00,31/12/2021 00:00:00
142260,Medicina 2020,FULL,Faixa Verde Grau III,27,1060,1822,22/10/2019 08:21:39,8,COM TUTOR,263,Exclusivo,12/04/2021 19:13:55,538,14/08/2001 00:00:00,31/12/2021 00:00:00
142261,Medicina 2020,FULL,Faixa Branca Grau I,8,1878,2798,22/10/2019 08:27:08,11,COM TUTOR,196,Exclusivo,01/12/2021 14:41:12,771,18/07/1992 00:00:00,25/01/2022 02:59:59
142262,Medicina 2020,FULL,Faixa Branca Grau I,0,461,1277,22/10/2019 11:09:13,0,COM TUTOR,200,Exclusivo,01/03/2021 10:45:01,496,19/03/1994 00:00:00,22/02/2021 23:59:59
142263,Medicina 2020,FULL,Faixa Branca Grau IV,0,232,577,22/10/2019 12:28:41,0,COM TUTOR,38,Exclusivo,N/A,N/A,15/06/1984 00:00:00,31/12/2021 00:00:00
142264,ITA e IME 2020,FULL,Faixa Verde Grau II,6,2392,3691,22/10/2019 12:53:31,36,COM TUTOR,361,Exclusivo,15/02/2021 15:13:19,482,24/08/2001 00:00:00,25/12/2021 02:59:59
142265,Medicina 2020,FULL,Faixa Lilás Grau III,49,821,6564,22/10/2019 13:16:46,19,COM TUTOR,228,Exclusivo,15/02/2021 15:13:19,482,25/05/1999 00:00:00,24/02/2021 02:59:59
142266,ITA e IME 2020,FULL,Faixa Verde Grau II,10,169,502,22/10/2019 13:38:37,3,COM TUTOR,173,Exclusivo,02/12/2020 22:41:19,407,13/10/2001 00:00:00,25/12/2020 00:00:00
142267,Medicina 2020,FULL,Faixa Branca Grau I,0,41,23,22/10/2019 13:55:26,0,COM TUTOR,0,Parcial,N/A,N/A,29/01/1989 00:00:00,21/02/2021 23:59:59
142268,Medicina 2020,FULL,Faixa Verde Grau I,7,787,2107,22/10/2019 14:18:43,7,COM TUTOR,191,Parcial,01/03/2021 10:45:01,496,04/09/2000 00:00:00,22/02/2021 23:59:59
142269,Medicina 2020,FULL,Faixa Verde Grau II,9,528,5826,22/10/2019 14:30:16,16,COM TUTOR,218,Exclusivo,01/03/2021 10:45:01,496,20/06/1991 00:00:00,22/02/2021 23:59:59
142270,Medicina 2020,FULL,Faixa Verde Grau II,12,1195,3735,22/10/2019 14:38:31,3,COM TUTOR,267,Exclusivo,02/12/2020 22:41:19,407,26/02/1996 00:00:00,25/01/2022 02:59:59
142272,Medicina 2020,FULL,Faixa Verde Grau II,4,1554,1108,22/10/2019 15:58:34,2,COM TUTOR,206,Exclusivo,15/02/2021 15:13:19,482,26/06/1994 00:00:00,22/02/2021 02:59:59
142276,Medicina 2020,FULL,Faixa Branca Grau I,0,2,0,22/10/2019 18:32:29,0,COM TUTOR,2,Exclusivo,N/A,N/A,20/09/2019 00:00:00,31/12/2021 00:00:00
142277,ITA e IME 2020,FULL,Faixa Branca Grau I,0,261,1903,22/10/2019 18:58:17,1,COM TUTOR,176,Exclusivo,N/A,N/A,N/A,31/12/2021 00:00:00
142279,Medicina 2020,FULL,Faixa Lilás Grau III,22,1488,7873,22/10/2019 19:29:30,10,COM TUTOR,222,Exclusivo,15/02/2021 15:13:19,482,24/05/2000 00:00:00,25/02/2021 02:59:59
142280,ITA e IME 2020,FULL,Faixa Verde Grau I,1,1960,1438,22/10/2019 19:55:07,1,COM TUTOR,244,Exclusivo,N/A,N/A,17/05/2001 00:00:00,31/12/2021 00:00:00
142281,Medicina 2020,FULL,Faixa Verde Grau III,42,2829,4626,22/10/2019 20:05:03,30,COM TUTOR,354,Exclusivo,15/02/2021 15:13:19,482,04/01/2003 00:00:00,25/03/2021 02:59:59
142282,ITA e IME 2020,FULL,Faixa Branca Grau IV,3,170,127,22/10/2019 20:45:21,5,COM TUTOR,103,Exclusivo,N/A,N/A,02/12/2003 00:00:00,31/12/2021 00:00:00
142283,ITA e IME 2020,FULL,Faixa Preta Grau III,30,896,6346,22/10/2019 21:30:18,28,COM TUTOR,230,Exclusivo,02/12/2020 22:41:19,407,19/04/2002 00:00:00,25/12/2020 00:00:00
142284,Medicina 2020,FULL,Faixa Branca Grau I,0,17,14,22/10/2019 22:00:23,0,COM TUTOR,1,Exclusivo,N/A,N/A,07/04/1987 00:00:00,31/12/2021 00:00:00
142285,ITA e IME 2020,FULL,Faixa Preta Grau III,23,889,4423,22/10/2019 23:53:13,23,COM TUTOR,249,Consulta,02/12/2020 22:41:19,407,15/07/2003 00:00:00,25/12/2020 00:00:00
142286,Medicina 2020,FULL,Faixa Azul Grau II,42,2130,10479,22/10/2019 23:55:08,35,COM TUTOR,342,Exclusivo,15/02/2021 15:13:19,482,20/08/2002 00:00:00,22/02/2021 02:59:59
142287,ITA e IME 2020,FULL,Faixa Azul Grau III,11,2141,6487,23/10/2019 00:48:32,33,COM TUTOR,314,Exclusivo,02/12/2020 22:41:19,407,11/03/2003 00:00:00,25/12/2020 00:00:00
142288,ITA e IME 2020,FULL,Faixa Branca Grau I,50,2668,3875,23/10/2019 00:49:00,3,COM TUTOR,281,Exclusivo,N/A,N/A,09/08/2001 00:00:00,31/12/2021 00:00:00
142289,ITA e IME 2020,FULL,Faixa Azul Grau I,9,377,1212,23/10/2019 00:49:28,0,COM TUTOR,171,Exclusivo,N/A,N/A,16/03/2003 00:00:00,25/12/2021 02:59:59
142290,ITA e IME 2020,FULL,Faixa Branca Grau I,0,122,255,23/10/2019 01:35:33,1,COM TUTOR,46,Exclusivo,N/A,N/A,09/03/1999 00:00:00,31/12/2021 00:00:00
142291,ITA e IME 2020,FULL,Faixa Branca Grau I,3,982,1806,23/10/2019 01:57:30,0,COM TUTOR,157,Exclusivo,N/A,N/A,12/08/2001 00:00:00,25/12/2021 02:59:59
142292,ITA e IME 2020,FULL,Faixa Verde Grau III,71,1498,3552,23/10/2019 02:35:47,28,COM TUTOR,251,Exclusivo,15/02/2021 15:13:19,482,19/01/2002 00:00:00,25/12/2021 02:59:59
142294,ITA e IME 2020,FULL,Faixa Azul Grau III,35,2517,6145,23/10/2019 07:15:02,24,COM TUTOR,351,Exclusivo,20/01/2022 14:55:25,820,01/03/2000 00:00:00,25/12/2021 02:59:59
142295,ITA e IME 2020,FULL,Faixa Lilás Grau III,52,3207,9376,23/10/2019 07:20:32,18,COM TUTOR,206,Exclusivo,09/11/2020 15:00:00,383,16/10/2001 00:00:00,25/12/2020 00:00:00
142296,ITA e IME 2020,FULL,Faixa Branca Grau I,1,469,327,23/10/2019 07:24:39,0,COM TUTOR,130,Exclusivo,N/A,N/A,20/07/2003 00:00:00,25/12/2021 02:59:59
142297,Medicina 2020,FULL,Faixa Branca Grau I,0,12,0,23/10/2019 07:48:29,0,COM TUTOR,4,Exclusivo,13/08/2020 15:00:00,295,07/11/1999 00:00:00,31/01/2021 00:00:00
142298,ITA e IME 2020,FULL,Faixa Branca Grau I,0,179,281,23/10/2019 07:52:20,0,COM TUTOR,44,Exclusivo,02/12/2020 22:41:19,407,06/01/2001 00:00:00,25/12/2020 00:00:00
142299,Medicina 2020,FULL,Faixa Azul Grau II,20,3410,8420,23/10/2019 11:13:54,16,COM TUTOR,349,Exclusivo,15/02/2021 15:13:19,481,07/11/1994 00:00:00,22/02/2021 02:59:59
142300,ITA e IME 2020,FULL,Faixa Verde Grau I,19,1182,1531,23/10/2019 11:30:37,6,COM TUTOR,258,Exclusivo,N/A,N/A,06/11/2001 00:00:00,31/12/2021 00:00:00
142301,Medicina 2020,FULL,Faixa Verde Grau I,1,215,718,23/10/2019 11:54:27,1,COM TUTOR,105,Exclusivo,N/A,N/A,03/04/1990 00:00:00,31/12/2021 00:00:00
142305,Medicina 2020,MONTHLY,Faixa Branca Grau IV,0,36,18,23/10/2019 13:36:34,0,COM TUTOR,65,Exclusivo,N/A,N/A,02/08/1996 00:00:00,24/01/2021 15:00:00
142307,ITA e IME 2020,FULL,Faixa Verde Grau I,14,453,1711,23/10/2019 15:11:53,1,COM TUTOR,271,Exclusivo,15/02/2021 15:13:19,481,18/02/1999 00:00:00,25/12/2021 02:59:59
142308,Medicina 2020,FULL,Faixa Azul Grau III,17,1060,2527,23/10/2019 15:25:07,3,COM TUTOR,165,Exclusivo,N/A,N/A,22/01/1997 00:00:00,02/02/2022 02:59:59
142309,Medicina 2020,FULL,Faixa Branca Grau I,0,18,9,23/10/2019 15:44:31,0,COM TUTOR,7,Exclusivo,20/01/2022 14:55:25,820,03/08/1989 00:00:00,25/01/2022 02:59:59
142310,ITA e IME 2020,FULL,Faixa Branca Grau I,0,11,14,23/10/2019 15:49:31,0,COM TUTOR,4,Exclusivo,N/A,N/A,20/04/1999 00:00:00,31/12/2021 00:00:00
142311,Medicina 2020,FULL,Faixa Verde Grau III,7,226,505,23/10/2019 15:50:00,4,COM TUTOR,140,Exclusivo,15/02/2021 15:13:19,481,30/10/1997 00:00:00,25/01/2022 02:59:59
142312,ITA e IME 2020,FULL,Faixa Branca Grau I,0,2,0,23/10/2019 16:01:00,1,COM TUTOR,2,Exclusivo,N/A,N/A,15/03/2001 00:00:00,31/12/2021 00:00:00
142313,ITA e IME 2020,FULL,Faixa Verde Grau II,2,725,1514,23/10/2019 16:01:19,3,COM TUTOR,132,Exclusivo,02/12/2020 22:41:19,406,04/11/1999 00:00:00,25/12/2020 00:00:00
142314,Medicina 2020,FULL,Faixa Branca Grau I,0,708,1393,23/10/2019 17:35:08,0,COM TUTOR,154,Exclusivo,N/A,N/A,28/03/2004 00:00:00,31/12/2021 00:00:00
142315,Medicina 2020,FULL,Faixa Verde Grau I,16,3053,4433,23/10/2019 17:44:58,5,COM TUTOR,207,Exclusivo,01/03/2021 10:45:01,495,10/02/1992 00:00:00,22/02/2021 23:59:59
142316,ITA e IME 2020,FULL,Faixa Branca Grau I,9,38,938,23/10/2019 19:21:11,0,COM TUTOR,51,Exclusivo,15/02/2021 15:13:19,481,17/11/2003 00:00:00,25/12/2021 02:59:59
142317,ITA e IME 2020,FULL,Faixa Branca Grau V,0,674,1382,23/10/2019 19:45:31,27,COM TUTOR,208,Exclusivo,N/A,N/A,20/10/2000 00:00:00,25/12/2021 02:59:59
142318,Medicina 2020,FULL,Faixa Azul Grau III,40,2770,7796,23/10/2019 19:49:30,17,COM TUTOR,280,Exclusivo,N/A,N/A,20/02/1998 00:00:00,31/12/2021 00:00:00
142320,ITA e IME 2020,FULL,Faixa Branca Grau I,0,0,51,23/10/2019 20:23:37,1,COM TUTOR,3,Exclusivo,N/A,N/A,26/01/2002 00:00:00,25/12/2020 02:59:59
142321,Medicina 2020,FULL,Faixa Branca Grau I,0,11,157,23/10/2019 20:28:20,0,COM TUTOR,12,Exclusivo,N/A,N/A,26/12/1985 00:00:00,31/12/2021 00:00:00
142322,Medicina 2020,FULL,Faixa Branca Grau I,1,288,772,23/10/2019 20:48:38,3,COM TUTOR,86,Exclusivo,15/02/2021 15:13:19,481,11/11/1986 00:00:00,25/02/2021 02:59:59
142323,ITA e IME 2020,FULL,Faixa Branca Grau V,0,417,626,23/10/2019 21:25:25,0,COM TUTOR,58,Exclusivo,02/12/2020 22:41:19,406,23/08/2001 00:00:00,25/12/2020 00:00:00
142325,ITA e IME 2020,FULL,Faixa Verde Grau III,26,3733,6097,23/10/2019 21:45:32,35,COM TUTOR,263,Exclusivo,N/A,N/A,25/06/1999 00:00:00,31/12/2021 00:00:00
142327,ITA e IME 2020,FULL,Faixa Verde Grau II,9,1944,4771,23/10/2019 22:40:38,10,COM TUTOR,327,Exclusivo,N/A,N/A,23/12/2001 00:00:00,25/01/2022 02:59:59
142329,ITA e IME 2020,FULL,Faixa Branca Grau I,0,18,137,23/10/2019 23:31:45,2,COM TUTOR,42,Exclusivo,N/A,N/A,14/08/2002 00:00:00,31/12/2021 00:00:00
142330,Medicina 2020,FULL,Faixa Azul Grau III,17,1451,2715,23/10/2019 23:39:38,8,COM TUTOR,175,Exclusivo,15/02/2021 15:13:19,481,16/01/1987 00:00:00,25/02/2021 02:59:59
142331,ITA e IME 2020,FULL,Faixa Branca Grau I,4,1012,2948,23/10/2019 23:43:35,1,COM TUTOR,259,Exclusivo,N/A,N/A,04/09/2000 00:00:00,31/12/2021 00:00:00
142332,ITA e IME 2020,FULL,Faixa Branca Grau I,0,25,33,24/10/2019 00:50:37,9,COM TUTOR,20,Exclusivo,15/02/2021 15:13:19,481,26/10/2001 00:00:00,25/12/2021 02:59:59
142333,ITA e IME 2020,FULL,Faixa Azul Grau III,12,1986,5953,24/10/2019 01:24:56,15,COM TUTOR,313,Exclusivo,15/02/2021 15:13:19,481,29/07/1998 00:00:00,25/12/2021 02:59:59
142334,ITA e IME 2020,FULL,Faixa Preta Grau III,37,763,3352,24/10/2019 01:32:16,11,COM TUTOR,230,Exclusivo,02/12/2020 22:41:19,406,10/03/1998 00:00:00,25/12/2020 00:00:00
142335,Medicina 2020,FULL,Faixa Azul Grau III,16,2801,8216,24/10/2019 01:36:55,16,COM TUTOR,356,Exclusivo,01/03/2021 10:45:01,494,21/02/1988 00:00:00,22/02/2021 23:59:59
142336,ITA e IME 2020,FULL,Faixa Branca Grau V,0,595,849,24/10/2019 01:39:44,0,COM TUTOR,119,Exclusivo,15/02/2021 15:13:19,481,20/02/2000 00:00:00,25/12/2021 02:59:59
142337,ITA e IME 2020,FULL,Faixa Verde Grau I,1,176,315,24/10/2019 01:42:53,4,COM TUTOR,37,Exclusivo,N/A,N/A,12/09/2000 00:00:00,31/12/2021 00:00:00
142338,Medicina 2020,FULL,Faixa Branca Grau I,0,30,37,24/10/2019 01:43:06,0,COM TUTOR,9,Exclusivo,03/03/2020 02:59:59,131,20/01/2001 00:00:00,31/01/2021 00:00:00
142339,Medicina 2020,FULL,Faixa Branca Grau IV,1,385,361,24/10/2019 02:12:45,1,COM TUTOR,59,Exclusivo,N/A,N/A,19/02/2008 00:00:00,31/12/2021 00:00:00
142340,ITA e IME 2020,FULL,Faixa Branca Grau V,0,184,354,24/10/2019 03:30:53,1,COM TUTOR,81,Exclusivo,15/02/2021 15:13:19,480,13/03/2000 00:00:00,22/02/2021 02:59:59
142341,Medicina 2020,FULL,Faixa Branca Grau V,0,40,520,24/10/2019 06:28:46,0,COM TUTOR,37,Parcial,N/A,N/A,13/06/1996 00:00:00,31/12/2021 00:00:00
142342,ITA e IME 2020,FULL,Faixa Preta Grau III,57,1011,5989,24/10/2019 07:13:04,39,COM TUTOR,281,Parcial,02/12/2020 22:41:19,406,03/10/2001 00:00:00,25/12/2020 00:00:00
142343,ITA e IME 2020,FULL,Faixa Branca Grau IV,0,15,21,24/10/2019 07:13:55,1,COM TUTOR,29,Consulta,02/12/2020 22:41:19,406,26/06/2001 00:00:00,25/12/2020 00:00:00
142344,ITA e IME 2020,FULL,Faixa Branca Grau I,4,238,129,24/10/2019 07:21:20,8,COM TUTOR,90,Parcial,15/02/2021 15:13:19,480,28/03/1999 00:00:00,25/12/2021 02:59:59
142345,Medicina 2020,FULL,Faixa Branca Grau V,0,124,184,24/10/2019 07:21:28,0,COM TUTOR,20,Parcial,N/A,N/A,31/03/1989 00:00:00,31/12/2021 00:00:00
142346,ITA e IME 2020,FULL,Faixa Lilás Grau I,24,1123,6361,24/10/2019 07:25:25,42,COM TUTOR,314,Parcial,02/12/2020 22:41:19,406,28/08/2001 00:00:00,25/12/2020 00:00:00
142347,Medicina 2020,FULL,Faixa Preta Grau III,50,2077,7436,24/10/2019 07:28:53,16,COM TUTOR,239,Exclusivo,02/12/2020 22:41:19,406,19/05/1994 00:00:00,31/01/2021 00:00:00
142348,ITA e IME 2020,FULL,Faixa Branca Grau I,0,0,0,24/10/2019 07:29:55,0,COM TUTOR,0,Parcial,N/A,N/A,08/06/1998 00:00:00,31/12/2021 00:00:00
142349,ITA e IME 2020,FULL,Faixa Branca Grau I,0,0,0,24/10/2019 07:48:41,0,COM TUTOR,0,Parcial,31/01/2020 03:15:35,99,08/03/1999 00:00:00,25/12/2020 00:00:00
142350,ITA e IME 2020,FULL,Faixa Branca Grau I,0,7,0,24/10/2019 09:57:40,0,COM TUTOR,3,Parcial,05/02/2020 02:59:59,104,12/01/2002 00:00:00,25/12/2020 00:00:00
142351,Medicina 2020,FULL,Faixa Verde Grau II,1,381,559,24/10/2019 10:18:17,1,COM TUTOR,77,Parcial,N/A,N/A,07/03/1997 00:00:00,31/12/2021 00:00:00
142352,ITA e IME 2020,FULL,Faixa Lilás Grau I,22,1262,3870,24/10/2019 11:12:23,16,COM TUTOR,237,Parcial,15/02/2021 15:13:19,480,13/08/1998 00:00:00,25/12/2021 02:59:59
142353,Medicina 2020,FULL,Faixa Verde Grau III,20,591,2961,24/10/2019 11:17:53,9,COM TUTOR,214,Parcial,15/02/2021 15:13:19,480,13/03/2000 00:00:00,31/01/2021 00:00:00
142354,Medicina 2020,FULL,Faixa Branca Grau IV,0,11,464,24/10/2019 12:20:50,0,COM TUTOR,42,Exclusivo,N/A,N/A,08/01/2001 00:00:00,31/12/2021 00:00:00
142355,ITA e IME 2020,FULL,Faixa Branca Grau I,0,7,126,24/10/2019 13:30:13,0,COM TUTOR,23,Exclusivo,15/02/2021 15:13:19,480,18/05/1999 00:00:00,25/12/2020 00:00:00
142356,ITA e IME 2020,FULL,Faixa Verde Grau II,4,540,1412,24/10/2019 13:46:08,1,COM TUTOR,183,Exclusivo,08/02/2022 13:49:38,838,06/04/1999 00:00:00,25/12/2021 02:59:59
142357,Medicina 2020,FULL,Faixa Branca Grau I,0,25,0,24/10/2019 13:56:33,0,SEM TUTOR,0,Exclusivo,N/A,N/A,02/12/1996 00:00:00,31/12/2021 00:00:00
142358,ITA e IME 2020,FULL,Faixa Branca Grau V,0,332,682,24/10/2019 14:09:41,6,COM TUTOR,100,Exclusivo,N/A,N/A,31/08/2000 00:00:00,25/12/2021 02:59:59
142359,ITA e IME 2020,FULL,Faixa Branca Grau I,0,50,0,24/10/2019 15:21:16,0,COM TUTOR,13,Exclusivo,02/12/2020 22:41:19,405,31/10/2002 00:00:00,25/12/2020 00:00:00
142361,ITA e IME 2020,FULL,Faixa Branca Grau V,0,483,1469,24/10/2019 16:12:10,0,COM TUTOR,250,Exclusivo,04/03/2021 12:41:01,497,31/07/1998 00:00:00,25/12/2021 02:59:59
142362,ITA e IME 2020,FULL,Faixa Branca Grau I,29,1876,6275,24/10/2019 16:21:58,25,COM TUTOR,274,Exclusivo,02/12/2020 22:41:19,405,12/07/1999 00:00:00,25/12/2020 00:00:00
142363,ITA e IME 2020,FULL,Faixa Verde Grau II,9,560,3069,24/10/2019 17:12:07,14,COM TUTOR,314,Exclusivo,02/12/2020 22:41:19,405,28/03/2001 00:00:00,25/12/2020 00:00:00
142365,ITA e IME 2020,FULL,Faixa Branca Grau V,1,265,2101,24/10/2019 17:36:40,4,COM TUTOR,101,Exclusivo,N/A,N/A,25/04/1999 00:00:00,31/12/2021 00:00:00
142366,ITA e IME 2020,FULL,Faixa Branca Grau V,0,217,498,24/10/2019 17:42:30,0,COM TUTOR,41,Exclusivo,N/A,N/A,24/10/2002 00:00:00,31/12/2021 00:00:00
